Codigo,Nome,Preco
M3F7SD,Melancia Uva,721.22
O8IFZT,Melao Melao,282.86
6UIBGF,Laranja Banana,708.49
GAFJJA,Melao Melao,511.64
D64DUM,Pera Abacaxi,505.74
8P5CT6,Banana Banana,686.13
FHWCS0,Banana Melancia,960.77
VMXMEN,Melao Melancia,243.92
RR1NSM,Pera Morango,252.92
YQU6W3,Pera Melao,126.28
BSTWYV,Melao Laranja,421.88
17IFYP,Melancia Banana,310.48
1KGSP4,Melao Abacaxi,800.24
BBBO5Q,Kiwi Banana,777.19
AJZKW1,Banana Maca,202.09
106L6K,Maca Banana,834.72
9JJS93,Melancia Melao,969.72
X5SIE3,Abacaxi Uva,201.52
CJJXZU,Melao Uva,336.51
LBHFPG,Maca Laranja,218.68
Z0JYSZ,Maca Maca,417.79
NI9J9G,Abacaxi Uva,337.59
EGMX68,Pera Abacaxi,273.08
KDJL15,Morango Melancia,146.04
YIO4MQ,Abacaxi Melancia,711.78
UFINHV,Kiwi Kiwi,480.35
OJFI6I,Abacaxi Laranja,454.93
U2E1C9,Banana Melancia,296.85
7XT4N0,Melancia Pera,329.13
56G3AI,Maca Kiwi,578.76
WRS6MN,Kiwi Uva,543.03
G16DCZ,Melancia Laranja,155.72
8XDQQV,Pera Morango,408.67
MQSK77,Uva Pera,583.88
58KDJU,Banana Morango,496.61
RAJDW9,Laranja Uva,170.92
ACV3WP,Morango Banana,867.7
9YXJPA,Pera Banana,421.86
4W9NJA,Abacaxi Morango,854.44
EQ0L45,Morango Melao,299.78
SQT0C9,Abacaxi Banana,115.35
PQUJ6V,Maca Pera,226.74
551U3W,Melao Kiwi,636.51
3YKP6B,Melao Pera,936.51
T37YG0,Abacaxi Pera,997.14
4123LN,Melancia Kiwi,738.97
T4MRT4,Pera Maca,615.69
DDE1Q4,Uva Uva,573.9
LPKWXE,Melancia Kiwi,885.82
1RD4F3,Uva Laranja,333.41
DZ3J5C,Laranja Melao,631.59
I3Y17X,Melao Kiwi,443.19
UYXFIC,Maca Melancia,765.86
YZICIP,Abacaxi Maca,23.3
8K8GTG,Banana Pera,706.48
NX140N,Abacaxi Kiwi,109.26
9Q9D6J,Laranja Pera,78.32
IY647D,Melancia Melancia,7.99
OWF19M,Morango Melancia,85.73
BXBKRK,Uva Maca,968.26
FWO627,Abacaxi Melancia,238.97
31YKL6,Kiwi Uva,832.3
L699M5,Uva Abacaxi,156.23
OCSALK,Kiwi Uva,445.97
UKR861,Melao Uva,621.48
HHU6SR,Melancia Pera,547.0
W7GKXC,Melancia Maca,59.21
8AA200,Morango Morango,283.82
V05E8F,Morango Pera,468.01
93ZBLJ,Laranja Pera,197.58
C7FX9R,Maca Melao,104.03
DM28B1,Laranja Kiwi,20.52
NTNMUH,Uva Kiwi,145.5
9J9T9S,Abacaxi Laranja,122.7
ATGRUS,Banana Pera,372.9
8FH1RK,Uva Laranja,101.55
GZ5979,Kiwi Melao,575.99
UXBGVV,Melancia Abacaxi,671.19
IKJ14Q,Pera Laranja,298.61
4VYTDA,Maca Banana,398.71
O6B67V,Melancia Uva,790.43
22O233,Uva Laranja,917.71
LSBMRN,Morango Pera,792.74
0N08ZX,Banana Melao,949.44
OU1PGZ,Maca Kiwi,770.01
GNQUFV,Abacaxi Pera,573.95
0JOL00,Laranja Banana,464.28
PCW7VE,Banana Morango,946.43
I3F8T7,Maca Morango,518.2
28SFE4,Laranja Kiwi,834.9
JJY06J,Kiwi Pera,786.07
BJ7THK,Banana Laranja,895.04
JPAG6V,Uva Kiwi,833.91
N4D0R8,Kiwi Kiwi,575.05
P74QBY,Pera Kiwi,7.46
ULEQVU,Melao Melao,469.28
K2UI1V,Abacaxi Laranja,473.85
PSFXFS,Melao Melancia,449.21
KN9KH3,Abacaxi Abacaxi,514.66
KEYYTX,Maca Uva,129.15
JHNJE5,Maca Maca,499.18
VFVOVJ,Kiwi Melao,569.73
EHGZH5,Laranja Laranja,554.13
H6NRYQ,Melao Maca,190.22
T8345P,Melao Kiwi,869.97
ZDDYGW,Melancia Kiwi,768.04
19G9AP,Banana Banana,872.15
6PQ5BD,Kiwi Melao,29.39
BCMV3O,Banana Morango,311.8
3OV6ZB,Pera Kiwi,681.72
8M6IG4,Maca Melao,521.71
HZHVHG,Kiwi Banana,454.13
KFCTQ6,Melancia Uva,43.21
WB0SDW,Melancia Abacaxi,264.73
B3A5KX,Pera Uva,324.48
2AA6NG,Pera Melancia,906.14
ZOYLRL,Morango Banana,342.39
PMQYDW,Laranja Laranja,543.54
N43AUV,Laranja Pera,840.43
RDM1NO,Pera Maca,220.14
PX4S3W,Kiwi Laranja,615.61
MVXWJ4,Uva Melancia,402.8
170ZHI,Kiwi Pera,205.82
YERS30,Banana Laranja,639.33
R06C2M,Banana Maca,707.38
J805XP,Maca Morango,75.86
V5XP92,Kiwi Pera,564.93
QDQ7IY,Maca Pera,185.16
55M9VM,Pera Abacaxi,561.28
40O1PI,Melancia Melancia,435.32
Y0HSKP,Kiwi Melancia,814.94
XUSUNO,Melancia Kiwi,955.91
OEEROQ,Kiwi Abacaxi,596.36
45ZU9T,Kiwi Abacaxi,461.2
0PJQ3U,Kiwi Uva,402.55
LQCWGA,Maca Uva,409.08
AUJ2FB,Laranja Melao,913.28
0T841B,Abacaxi Melao,993.3
TD30IW,Melancia Uva,772.94
JSVKLU,Maca Maca,924.65
DQZR8H,Melancia Melao,923.42
8FOJMV,Abacaxi Kiwi,65.89
S006Y4,Maca Uva,705.11
L9KHA7,Banana Melao,313.53
LPPCW7,Morango Melao,447.68
PMU500,Uva Laranja,290.63
K362KH,Pera Kiwi,555.19
LHHXA8,Uva Melao,27.05
SU7FFP,Uva Uva,368.38
HAM9XT,Maca Melao,596.92
YDQN3H,Abacaxi Pera,996.45
KJY4A1,Melancia Melao,945.36
1NKATL,Laranja Melao,692.73
BP6EQ0,Melao Melao,829.95
EBIC0T,Morango Kiwi,327.52
62OWM0,Abacaxi Uva,169.85
MW6BDR,Uva Abacaxi,248.93
SJ9O6X,Abacaxi Pera,546.47
MXWC9B,Pera Laranja,454.68
DK0LKT,Laranja Maca,236.87
T0C88O,Melao Melao,601.49
ZCX8N9,Kiwi Pera,306.1
QL7OTB,Melao Kiwi,466.17
B5N540,Kiwi Kiwi,604.89
MJBKXW,Kiwi Maca,532.93
8TVHW7,Uva Maca,893.8
21QEVM,Morango Maca,121.56
P6MFPK,Abacaxi Maca,437.21
QQHQUR,Uva Maca,126.28
Z56OU1,Abacaxi Morango,136.0
RDAISX,Abacaxi Melao,948.11
16WO3R,Melancia Melao,381.79
KLVGI5,Banana Melancia,29.32
GCZR0W,Banana Uva,700.09
F4SUPI,Laranja Uva,594.07
7BDPF5,Maca Melao,346.04
QDO3M4,Melancia Maca,986.75
H0NMQ4,Abacaxi Banana,900.92
PMRYPJ,Laranja Uva,491.89
NOLCUO,Kiwi Kiwi,893.72
ONX3DM,Melancia Maca,990.8
D3DQW8,Melao Abacaxi,471.76
A9N2F0,Pera Kiwi,291.4
MWR9QL,Morango Pera,296.31
5F2WC7,Kiwi Abacaxi,884.62
TETISL,Melancia Uva,21.65
Q793KF,Maca Melao,347.51
MEBNOD,Abacaxi Abacaxi,947.12
8FOZ2L,Melancia Morango,89.23
33Y8L1,Uva Morango,886.1
FVQMP8,Kiwi Maca,206.29
BA44DV,Banana Maca,713.38
MUEZ8H,Melancia Banana,514.39
SMH78V,Banana Melao,124.41
ASVMXU,Morango Maca,236.7
FNNVM7,Kiwi Maca,129.9
Z2DYHM,Abacaxi Abacaxi,581.55
TGHLV8,Abacaxi Kiwi,198.31
PLTL9H,Morango Banana,980.1
R2ZDVU,Uva Melancia,898.8
32GIZP,Banana Morango,76.64
2OAGOC,Melancia Laranja,122.83
33K574,Pera Banana,952.54
AD3I2Q,Abacaxi Abacaxi,483.39
TCGZHO,Morango Uva,366.97
56OHSN,Melao Pera,725.24
MLU0Y2,Laranja Melancia,391.31
JS9DYK,Melancia Laranja,548.47
028EZ2,Pera Kiwi,330.45
YRQKP7,Melancia Uva,151.47
AAM5KQ,Uva Kiwi,123.98
0MWTIA,Melao Laranja,852.28
UO52AY,Abacaxi Melao,873.27
Y7ONZ2,Uva Pera,540.31
9H0IRH,Laranja Laranja,387.14
BHGKEF,Abacaxi Abacaxi,26.77
7Y8DBI,Melao Pera,431.87
XMM7LD,Laranja Laranja,920.95
P6439H,Melancia Kiwi,193.82
MXKT90,Laranja Morango,204.99
9H52VF,Melancia Melancia,234.4
NXF71E,Banana Melao,773.49
D5SBF0,Morango Melao,296.28
WPF480,Kiwi Banana,22.46
PIT84N,Laranja Abacaxi,512.95
4QGA1N,Melao Melao,742.14
N23FAP,Banana Melancia,797.15
Y1CBK4,Melao Melancia,825.44
8MPQ4I,Laranja Uva,67.12
O591EZ,Pera Uva,430.66
7TRZ2Y,Abacaxi Uva,2.46
ZYMT37,Maca Melao,302.59
3CZ0IV,Maca Banana,520.44
Y32PWO,Banana Morango,813.01
3367PY,Melancia Melancia,854.08
FGZPGC,Maca Pera,826.52
B6EV1G,Pera Melancia,723.78
3MTKG1,Pera Pera,672.06
WNPEQN,Morango Pera,739.8
3O26F7,Melancia Laranja,119.9
AXXXA2,Melao Pera,836.73
IW70NJ,Maca Melao,818.85
J6F5C0,Melancia Banana,525.28
06ZG0T,Melao Maca,54.37
B2PK18,Laranja Abacaxi,150.58
LALVAZ,Maca Banana,504.83
MKEJBD,Melancia Laranja,899.45
W4H5O0,Melancia Uva,712.76
1U4ZWB,Banana Banana,876.45
E9VWYG,Uva Morango,236.27
67J2TT,Melao Melao,89.63
MDMCIE,Banana Melao,480.64
A8PT8B,Melao Morango,617.95
L2T30O,Laranja Abacaxi,994.71
6AAJQ3,Maca Melao,215.93
X4RVGR,Maca Banana,226.83
BR8Q9Y,Pera Abacaxi,474.89
OTY1E6,Laranja Pera,477.89
XXAB7M,Uva Pera,864.11
Y5XIWM,Maca Morango,271.52
CEEIMO,Kiwi Melao,367.31
HVW1XJ,Morango Morango,439.75
FTUFM9,Melao Maca,14.21
HCBEUI,Morango Pera,390.97
S3TKM7,Maca Laranja,387.36
CZUCG9,Laranja Abacaxi,819.07
P3APTJ,Uva Abacaxi,156.16
OCVHAQ,Banana Melao,898.98
VC4GAD,Morango Laranja,618.62
CVCTB9,Morango Laranja,540.74
U0QYM5,Melancia Melao,585.67
XCXHF4,Laranja Kiwi,748.5
XN8IIV,Abacaxi Pera,23.27
XCR1UZ,Uva Kiwi,544.53
ST0YNC,Banana Maca,59.06
JS0LOT,Maca Laranja,930.21
2QZY2S,Banana Morango,677.75
A95RBJ,Maca Morango,848.84
8TP927,Abacaxi Morango,812.1
K2D6VM,Pera Kiwi,297.19
RXSVDX,Uva Maca,94.32
7AHNMI,Pera Morango,535.74
JHV5V7,Uva Pera,342.57
ZNWUEN,Maca Laranja,353.35
W2SKEX,Kiwi Melancia,911.54
ONQV4Z,Abacaxi Pera,507.17
FLH6O1,Maca Melao,365.24
FDN8AS,Banana Maca,56.61
G2HI7I,Laranja Melancia,815.55
BDGTN8,Maca Abacaxi,435.6
RJ5PRG,Uva Banana,166.85
G39Q25,Abacaxi Melao,202.39
J870GV,Uva Morango,645.66
1L46ZN,Laranja Laranja,7.31
CM9YUG,Laranja Maca,246.8
C3IS8M,Kiwi Laranja,437.51
F0DLWR,Morango Abacaxi,70.33
X48IB2,Banana Banana,92.39
EZU3PW,Melancia Pera,962.87
036W1D,Kiwi Melancia,241.28
1CXYRC,Uva Melao,707.69
POLAK5,Melao Melancia,184.58
AEZ1LT,Kiwi Melancia,354.41
17ATZK,Melao Pera,510.5
WUNHKB,Pera Pera,879.75
P6GNYP,Abacaxi Uva,550.42
71J61N,Maca Laranja,276.29
HANCGS,Laranja Laranja,259.14
OD2QN3,Uva Laranja,356.96
1MQY59,Uva Pera,614.6
VVSVZD,Melancia Abacaxi,723.26
SMYU6Z,Banana Kiwi,151.64
DXJ8AA,Morango Maca,871.55
N55X3B,Abacaxi Maca,631.83
S3WPER,Banana Laranja,437.7
PX96SK,Abacaxi Kiwi,96.61
0H1X0Q,Melancia Morango,17.64
02RCHV,Laranja Maca,963.85
N7H2MM,Melao Abacaxi,461.09
JDTUPS,Melao Banana,787.52
CKE369,Maca Maca,73.28
3EJL8A,Melancia Morango,586.91
ASY3L6,Pera Laranja,623.89
VPR7DM,Pera Morango,178.34
0GOQAP,Morango Pera,741.68
V71V8I,Melancia Abacaxi,379.47
Z75TO3,Banana Laranja,167.5
Z8Y7X8,Morango Melancia,678.1
BODEBX,Maca Abacaxi,716.13
UDETIN,Abacaxi Morango,818.42
7IWDZH,Abacaxi Banana,716.22
PCE3FE,Laranja Melao,840.07
R5YGQA,Melancia Laranja,381.57
QB70SC,Abacaxi Maca,122.77
VZ068G,Abacaxi Pera,187.29
UFH8TY,Abacaxi Banana,922.17
XF2NIW,Melao Laranja,968.27
07EXNF,Melancia Melao,775.53
ER6G1O,Abacaxi Laranja,654.73
TVEHSN,Melao Morango,195.69
6FI3B3,Abacaxi Abacaxi,491.2
W03GVI,Morango Laranja,377.33
CTSF80,Laranja Uva,85.8
SKCLF4,Pera Melao,550.13
OLZNES,Maca Pera,846.62
GOMWOT,Pera Abacaxi,957.82
AY569K,Banana Pera,739.29
VTAKIC,Laranja Banana,963.62
8KTUXJ,Melao Pera,977.01
J7HO7S,Morango Morango,161.61
H8BLZH,Banana Uva,318.36
1MTPMB,Uva Pera,688.71
HIT2I6,Uva Morango,217.37
BF8PSN,Melao Melao,331.68
W523P1,Melancia Abacaxi,790.7
2YQCGR,Banana Maca,219.35
DZ0R34,Laranja Melao,575.94
O0VISN,Laranja Morango,771.64
5UPJG3,Uva Melao,654.32
W0SYZN,Morango Kiwi,502.21
CW817G,Laranja Abacaxi,564.87
FNB2DS,Morango Melao,184.05
WW24TK,Pera Banana,492.17
XT0601,Kiwi Banana,828.03
8KABPT,Uva Melancia,278.42
7RYQOD,Maca Kiwi,88.9
FTME4E,Morango Morango,207.71
0X3OZW,Uva Uva,369.8
PE00EV,Morango Banana,642.04
JQZ69F,Maca Melao,371.38
JP4K3X,Kiwi Morango,223.36
W8I0Z6,Melao Melao,755.06
6T9PFX,Melao Morango,676.92
B547PR,Uva Laranja,373.15
66OF1R,Laranja Pera,78.69
BPQEJT,Maca Morango,519.64
DZKFC4,Laranja Melao,938.21
MPPUTB,Melao Laranja,647.18
5KUCKV,Kiwi Maca,741.24
XRCY8E,Laranja Uva,785.33
UW17TE,Uva Banana,175.38
EBWRHQ,Melancia Melao,489.6
5QD2XM,Kiwi Melao,569.25
V9YXV1,Melao Laranja,27.86
YBC34R,Laranja Laranja,621.29
EMMK5G,Maca Pera,320.34
46XCB0,Uva Abacaxi,737.41
ISUFH8,Maca Morango,608.82
V11ANG,Banana Laranja,13.14
J8F93G,Laranja Banana,217.11
2SJFT8,Banana Melancia,546.23
U11JR0,Melao Abacaxi,845.56
UUNQER,Abacaxi Pera,838.22
2BVRMG,Melancia Pera,451.83
GBQ0UI,Uva Uva,446.88
69YCGM,Uva Melancia,678.97
JHSGFT,Banana Laranja,94.47
G42895,Morango Banana,355.99
VQETQH,Abacaxi Kiwi,699.32
C6F0NG,Maca Laranja,398.17
R8XK58,Abacaxi Kiwi,32.53
U0VNXH,Pera Banana,721.76
QXUUX1,Maca Uva,451.59
LECHHF,Maca Maca,683.95
5T0FL3,Abacaxi Morango,409.97
W9LEYD,Melao Pera,851.33
ZB1W9J,Maca Banana,233.76
IGV11P,Kiwi Kiwi,738.6
9J63IZ,Banana Melancia,153.93
ZRE6XV,Melao Maca,682.11
L75Y61,Maca Abacaxi,255.08
OWJFA0,Maca Laranja,287.29
PJDIH4,Uva Melancia,736.97
KXYOM9,Abacaxi Melancia,14.0
0ZYOP9,Laranja Morango,227.0
WAFROX,Laranja Banana,297.91
C47HV2,Melancia Melao,942.38
RWPNHX,Abacaxi Morango,867.43
84Y74P,Abacaxi Melao,104.14
WH35LE,Pera Melancia,519.54
QO8WU9,Laranja Abacaxi,812.31
8Y9S70,Kiwi Uva,291.06
6F99X2,Melancia Morango,495.76
KRW71U,Pera Melao,414.73
LBAUFF,Banana Maca,557.29
KC13EA,Morango Maca,782.82
M3JYYN,Pera Pera,174.64
8N1XCC,Uva Uva,201.54
LZ22OC,Melao Kiwi,349.69
F36NJF,Maca Melancia,649.67
9MLDVY,Morango Laranja,720.37
X6X0TL,Maca Maca,517.04
Y2NJPS,Banana Abacaxi,195.17
RUTF1L,Morango Abacaxi,515.93
CIU6ED,Kiwi Abacaxi,242.36
MCGTP8,Laranja Uva,747.9
C8AKUS,Melancia Pera,711.41
UVNDSM,Melao Uva,251.56
65TLRO,Kiwi Maca,357.6
OGO2QC,Morango Banana,376.02
GJGHSG,Maca Melancia,14.03
APYXYT,Melao Uva,765.36
1KOVEW,Laranja Melao,813.42
WCTCI7,Laranja Banana,197.48
TDE8X9,Abacaxi Abacaxi,268.89
GZO74I,Banana Kiwi,661.34
UND41G,Uva Maca,922.96
8HJBTI,Pera Melao,831.0
4DJXDM,Uva Melancia,51.91
S2CZUH,Maca Abacaxi,955.39
I7M6NH,Kiwi Morango,481.33
LRRJ6P,Laranja Melao,259.72
JXV1NV,Uva Laranja,395.28
ML8ZKC,Melao Banana,445.3
6IQWKB,Uva Melao,461.9
3KR22P,Morango Maca,696.01
PAP8D2,Kiwi Kiwi,96.54
NJAEC6,Abacaxi Morango,917.11
LD9QKO,Melao Abacaxi,785.11
5PCUUS,Pera Banana,817.03
SQ5HYE,Laranja Laranja,639.78
MD5Q6K,Pera Melao,30.58
OJES85,Kiwi Banana,920.32
JM4ZED,Pera Morango,769.69
B836O3,Pera Morango,272.93
P4HU8R,Uva Banana,253.14
P2KIA1,Melao Banana,175.65
0LF1BS,Maca Abacaxi,510.47
DKO7XG,Melao Melao,154.41
RECEO5,Laranja Laranja,323.29
QZEIGE,Melao Melao,10.31
D95ATH,Morango Melao,349.49
EKHLV3,Pera Uva,584.03
FDF2X3,Morango Melancia,647.34
CZE30J,Abacaxi Melancia,352.56
M7BYKJ,Morango Banana,743.11
KA1ANE,Melao Pera,60.07
W2QRKM,Maca Kiwi,287.62
KS2CIO,Maca Morango,113.24
WAF2X8,Melancia Laranja,4.56
MLSZ3G,Uva Morango,758.35
GN4K6S,Morango Banana,596.34
5GFRK2,Uva Pera,69.92
CEKCOC,Kiwi Morango,920.53
8MVT15,Melancia Laranja,991.35
0DC7ZJ,Maca Laranja,383.24
XNKQ6I,Maca Morango,931.29
TBDUJY,Morango Abacaxi,67.7
VYH2JO,Abacaxi Melancia,156.82
6CSDOI,Pera Morango,645.28
UKE5J8,Banana Melancia,71.72
3UIMBR,Melancia Kiwi,232.14
3PX1OQ,Banana Kiwi,478.33
5C57RT,Kiwi Laranja,16.19
32YLZQ,Uva Pera,927.47
4UXGQ6,Banana Banana,90.14
5DH0Q0,Melao Maca,135.13
5DOA24,Maca Uva,848.17
SBQPR7,Laranja Maca,707.93
NDJL5J,Uva Banana,252.91
Y8Y5KM,Uva Abacaxi,151.55
8XTK37,Kiwi Melancia,826.16
AH0TYU,Uva Melancia,639.87
TQ5G5O,Laranja Morango,132.67
HXV3O5,Pera Pera,314.58
8LI2XA,Maca Abacaxi,257.19
UGLVGY,Abacaxi Morango,662.68
E5ORU4,Abacaxi Abacaxi,816.78
A1WDXW,Uva Pera,391.15
WPEV8E,Morango Laranja,801.54
CF81FB,Banana Kiwi,464.03
M4N01W,Melao Abacaxi,800.58
2ZEEEE,Uva Abacaxi,943.51
49UMLU,Melancia Kiwi,146.35
D8IDCS,Banana Kiwi,591.32
MWWKAA,Uva Kiwi,676.54
59IDDG,Morango Morango,3.06
NDEN4U,Melancia Melao,790.84
IC5QQZ,Kiwi Melancia,191.68
V4VQJG,Melancia Pera,307.2
6QFN6C,Uva Melancia,426.68
4UNY9A,Pera Maca,407.12
E7VWTP,Laranja Melancia,886.39
CNMHBY,Banana Morango,760.26
MV7QHZ,Maca Morango,783.82
A3DAMB,Banana Banana,244.49
TZJKPA,Pera Kiwi,368.61
2S72KH,Abacaxi Kiwi,245.68
XMATLU,Melao Maca,809.14
FDXLSU,Maca Morango,188.37
60FB0O,Kiwi Abacaxi,788.53
CHP2XM,Morango Maca,699.71
AIK2YU,Morango Morango,93.75
CVXGBF,Banana Laranja,547.22
OCLOP8,Banana Banana,827.43
DV288L,Morango Maca,813.35
FJGD4D,Melao Melao,180.47
IHUF7W,Maca Maca,455.55
XFL0AL,Maca Morango,831.15
HNOANF,Melao Melao,445.75
K2NSRU,Banana Maca,743.35
MS9L0T,Kiwi Melao,364.21
RW1OLY,Laranja Maca,467.15
C6L3SV,Laranja Uva,703.57
RNPIV1,Uva Pera,153.82
MSFNGI,Melao Banana,13.05
AMGMFR,Melao Melancia,701.98
KKAQF2,Maca Abacaxi,730.63
156WOC,Banana Morango,427.36
LCD7CA,Melancia Melancia,963.35
P4Q31T,Abacaxi Banana,92.11
P60Y3G,Kiwi Banana,719.38
MEM6Q2,Kiwi Maca,747.39
EWFIQQ,Banana Melao,777.73
WLQTKZ,Abacaxi Uva,490.28
CX5XG4,Abacaxi Abacaxi,473.49
Z65JJB,Banana Melao,80.86
BY2EQZ,Maca Uva,533.96
NS4XY8,Uva Laranja,94.06
DP8GD4,Kiwi Laranja,277.32
K5JR8E,Uva Abacaxi,458.0
Z3LMKR,Laranja Abacaxi,799.4
R0YNI3,Pera Maca,376.3
6Y0Y1P,Abacaxi Kiwi,835.65
HB6E78,Abacaxi Pera,843.2
VBYB18,Morango Melancia,591.8
CC746H,Maca Kiwi,393.14
Y9UL4K,Uva Maca,887.31
FZI6SJ,Melancia Morango,226.15
2LLKZ3,Abacaxi Melancia,551.77
PO99VC,Kiwi Abacaxi,826.59
I35934,Banana Uva,433.53
5F85O5,Kiwi Kiwi,721.59
028516,Pera Kiwi,629.4
TEK19I,Morango Laranja,41.08
JDJ7R2,Melancia Banana,755.8
1RZ9EB,Banana Pera,201.98
ERW3X0,Abacaxi Laranja,248.31
B0UKEZ,Banana Kiwi,510.04
6ICLLS,Melao Maca,254.34
I2M8JC,Abacaxi Morango,648.73
NS8P52,Laranja Abacaxi,942.8
J5LKI2,Banana Pera,185.31
CN1GZE,Maca Maca,188.55
EVD6OK,Banana Melao,368.07
C9BQX0,Laranja Morango,855.77
BE9Z6L,Laranja Maca,564.16
E3RI23,Melao Banana,813.35
ZZNN33,Morango Kiwi,392.11
KOKF4W,Banana Melancia,934.12
7VBA82,Uva Melancia,614.89
H168B6,Morango Kiwi,714.77
OGVTIM,Uva Banana,858.99
BTUHJX,Laranja Pera,488.88
7TT3QN,Abacaxi Morango,485.62
S8ZP4U,Morango Uva,800.98
NWL744,Maca Melancia,970.69
OCN6F4,Morango Maca,830.11
W37CG0,Melao Melao,928.64
G5DNPA,Banana Uva,908.76
87SBTC,Melao Melao,867.34
CKXJAI,Melao Melao,826.9
0CW1HU,Abacaxi Laranja,451.37
WC5GGT,Abacaxi Melao,134.79
HC30FP,Uva Pera,679.11
NB3B3Q,Banana Melao,279.01
2PM52G,Pera Kiwi,441.07
2PNKBC,Abacaxi Uva,896.12
8C3824,Pera Maca,570.73
3E82DU,Melancia Uva,667.26
FDWQS7,Abacaxi Melao,142.93
XHN0AC,Uva Abacaxi,323.47
MS17SI,Laranja Morango,561.49
S1W07I,Kiwi Laranja,788.49
ORF1NB,Kiwi Abacaxi,635.54
46WLN2,Kiwi Banana,676.18
15XW1K,Laranja Pera,131.65
XJGDJA,Banana Morango,867.97
3PBGUS,Kiwi Melao,133.1
BUZL1W,Banana Morango,851.29
2HLI3D,Maca Maca,859.38
EQE3EQ,Abacaxi Pera,773.77
SXP1JS,Melancia Morango,223.79
W2Y58V,Laranja Banana,22.82
Q2PREG,Abacaxi Morango,833.27
CFJ9WG,Morango Maca,373.57
ETZ8QE,Laranja Melao,552.49
DZOMLW,Pera Melancia,881.95
WKPSP8,Morango Melao,556.71
IUPMMA,Melancia Laranja,333.59
A0KUPM,Melancia Melao,513.97
51BN7C,Morango Melao,742.92
QOMARC,Abacaxi Banana,638.94
ZH87C0,Uva Pera,788.8
AZG8BL,Uva Uva,453.37
OO6LYB,Pera Melancia,417.95
HLWPMP,Uva Abacaxi,745.02
6QB19X,Banana Uva,232.92
IO6GZN,Banana Kiwi,753.58
DZQ41J,Uva Kiwi,729.13
PFT5VP,Maca Banana,164.67
EKFY16,Uva Abacaxi,486.72
LNZ0VF,Uva Abacaxi,776.75
MKCMZ2,Pera Pera,107.31
LTR5BO,Banana Morango,881.15
754GG1,Pera Melancia,325.5
RZ84VW,Kiwi Banana,884.93
GCFFS1,Abacaxi Pera,131.21
3PXHWN,Abacaxi Melao,986.81
MY9UCK,Melao Uva,142.41
JVIT0H,Kiwi Uva,856.99
TZH8GI,Morango Abacaxi,67.61
PTC1Z4,Uva Laranja,80.06
X6WC5U,Pera Banana,52.38
UDFF20,Melao Banana,681.12
CLJD6T,Maca Banana,996.97
YG2DAS,Melancia Pera,304.57
M9MRV0,Melao Pera,992.33
YQAYJY,Melao Abacaxi,461.26
0UO1IB,Uva Abacaxi,427.29
NF78WS,Melao Maca,41.12
47AIT6,Melao Kiwi,285.67
EF9AVE,Banana Abacaxi,763.11
MM6R91,Laranja Banana,48.83
5Y7TYB,Morango Melao,563.45
KI8LL6,Abacaxi Melao,139.06
NOBWVS,Pera Abacaxi,576.82
FTUXW2,Melao Abacaxi,665.14
NHXVXF,Melancia Melao,838.31
QOKYBW,Banana Morango,456.12
L0WRP1,Pera Laranja,867.62
87AAJ2,Kiwi Pera,783.8
H66ICV,Melancia Melancia,760.61
BZ36Q4,Pera Kiwi,75.45
TVZOFJ,Melancia Maca,159.22
RBA7AM,Banana Pera,912.37
ALCL30,Kiwi Laranja,763.35
FRZXLX,Kiwi Abacaxi,483.03
T8KO8I,Melancia Laranja,890.34
XDIU4U,Melao Maca,270.89
B3CZFH,Abacaxi Morango,187.74
9QFKKP,Morango Pera,480.51
QGGZUP,Pera Maca,221.38
168BT9,Pera Uva,600.65
25CYI1,Uva Uva,870.23
NT0OM5,Uva Kiwi,764.99
44QDH9,Uva Banana,785.93
MGQY55,Pera Melancia,309.35
4GB0UT,Abacaxi Banana,179.83
G3A5FN,Abacaxi Melao,533.01
DLTJBF,Abacaxi Banana,844.35
492AML,Maca Morango,780.99
HH52BC,Maca Uva,958.64
0PEK86,Maca Abacaxi,306.56
TPI8NW,Laranja Uva,295.16
855N4V,Melancia Banana,477.22
ZHQMP2,Uva Melao,595.66
93WFHA,Morango Pera,549.17
AJRPVP,Laranja Maca,177.17
A4NG4O,Abacaxi Morango,561.88
U4HR4A,Uva Maca,18.03
NY6STL,Uva Uva,480.72
PJ1R2H,Melao Banana,119.16
F9H701,Kiwi Kiwi,785.32
D5ML4J,Melancia Laranja,67.37
AU8SYY,Melao Melancia,126.05
8ORFVY,Melao Melao,599.46
W7O9YB,Banana Laranja,998.26
UZ8MFG,Laranja Uva,891.0
0GE55J,Kiwi Abacaxi,741.33
IB1QU9,Laranja Laranja,397.53
UGBH1U,Laranja Laranja,948.77
AM6NXS,Melancia Pera,339.92
B0MQ2O,Banana Melao,619.97
VEDBCI,Kiwi Pera,596.09
AGUNBA,Banana Pera,61.79
1CCG3M,Kiwi Uva,982.04
6N6T4X,Melancia Pera,490.71
E9AEHD,Melancia Laranja,744.58
KSLPYF,Maca Banana,220.21
5TCNQ7,Pera Laranja,539.98
YITXYO,Melao Kiwi,296.72
8EU889,Melancia Pera,282.26
HW9GBN,Banana Banana,360.24
Q6MVEH,Pera Banana,991.39
HJRUJL,Abacaxi Pera,592.92
JQSIIC,Abacaxi Morango,209.52
SG46TU,Uva Banana,187.47
HBDBM6,Banana Maca,316.0
